Time (s),Ax (m/s²),Ay (m/s²),Az (m/s²),Fᵧ (N),rᵧ (m),vᵧ (m/s),aᵧ (m/s²)
10.380000114440918,0.07955828309059143,-8.767481803894043,-3.0729010105133057,-2.3656625747680664,-0.009666666388511658,-0.08888889849185944,0.5555555820465088
10.390000343322754,0.08576502650976181,-8.726223945617676,-3.06455135345459,-2.357412099838257,-0.010444443672895432,-0.07777778059244156,0.6060606837272644
10.399999618530273,0.07883156090974808,-8.699814796447754,-3.0765037536621094,-2.350536346435547,-0.01111111044883728,-0.06666667014360428,0.6060606241226196
10.40999984741211,0.07395897805690765,-8.657831192016602,-3.0623743534088135,-2.3443479537963867,-0.011777777224779129,-0.06666667014360428,0.6060606241226196
10.420000076293945,0.08760762959718704,-8.625748634338379,-3.0588173866271973,-2.3388473987579346,-0.012333333492279053,-0.0555555559694767,0.6565656661987305
10.430000305175781,0.07319566607475281,-8.603046417236328,-3.0720043182373047,-2.3333468437194824,-0.012777777388691902,-0.04444444552063942,0.6464645862579346
10.4399995803833,0.09080809354782104,-8.57412338256836,-3.0804836750030518,-2.329909086227417,-0.013222221285104752,-0.04444444552063942,0.5757576823234558
10.449999809265137,0.10592438280582428,-8.554238319396973,-3.0929620265960693,-2.3257837295532227,-0.01366666704416275,-0.04444444552063942,0.5555555820465088
10.460000038146973,0.08427802473306656,-8.549424171447754,-3.0940728187561035,-2.321658134460449,-0.014000000432133675,-0.03333333507180214,0.5858585834503174
10.470000267028809,0.07136253267526627,-8.536956787109375,-3.080073118209839,-2.3195953369140625,-0.014222221449017525,-0.02222222276031971,0.5555555820465088
10.479999542236328,0.0626540407538414,-8.52460765838623,-3.0882155895233154,-2.317532777786255,-0.014444444328546524,-0.02222222276031971,0.5757575631141663
10.489999771118164,0.061593689024448395,-8.525500297546387,-3.075066089630127,-2.318220376968384,-0.014666666276752949,-0.02222222276031971,0.6464645862579346
10.5,0.08735061436891556,-8.547420501708984,-3.062520980834961,-2.318220376968384,-0.014777777716517448,-0.011111111380159855,0.6565656065940857
10.510000228881836,0.09876188635826111,-8.592920303344727,-3.0465352535247803,-2.3189079761505127,-0.014777777716517448,-1.9934574824187479e-13,0.6565656661987305
10.520000457763672,0.11135491728782654,-8.646785736083984,-3.024597644805908,-2.3189079761505127,-0.014777777716517448,0,0.6464645862579346
10.529999732971191,0.1070798859000206,-8.703836441040039,-3.0190155506134033,-2.3189079761505127,-0.014666666276752949,0.011111111380159855,0.6868686676025391
10.539999961853027,0.08405759930610657,-8.750467300415039,-3.0240390300750732,-2.3209707736968994,-0.014444444328546524,0.02222222276031971,0.7171717882156372
10.550000190734863,0.08318881690502167,-8.772176742553711,-3.039705991744995,-2.323721170425415,-0.014222221449017525,0.02222222276031971,0.6262626051902771
10.5600004196167,0.08113094419240952,-8.79548454284668,-3.0453124046325684,-2.3278462886810303,-0.0138888880610466,0.03333333507180214,0.5858586430549622
